product_name,product_link,product_price,product_rating,no_rating,page_no
Amazon Basics 20 ltrs Casual/Travel/College Backpack for 15.6-inch Laptop | Water Resistant Fabric,https://www.amazon.in/Amazon-Basics-Casual-Backpack-15-6-inch/dp/B09W4WJ1CB/ref=sr_1_129?crid=2M096C61O4MLT&keywords=bags&qid=1685048348&sprefix=ba%2Caps%2C283&sr=8-129,459,4.2,533 ratings,8
ADISA 15.6 inch Laptop Backpack Office Bag College Travel Back Pack 32 Ltrs (z-Teal),https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B09TPVD964/ref=sr_1_131?crid=2M096C61O4MLT&keywords=bags&qid=1685048348&sprefix=ba%2Caps%2C283&sr=8-131,499,3.9,801 ratings,8
"Vivinkaa Sling Bag for Women, Bags for Women, Sling Bag, Purse for Women, Sling Bag for Women Stylish, Sling Bag for Girls, Women Sling Bag, Bag for Girls - Indigo",https://www.amazon.in/Vivinkaa-Womens-Sling-Bag-Blue/dp/B077WSKG53/ref=sr_1_131?crid=2M096C61O4MLT&keywords=bags&qid=1685048351&sprefix=ba%2Caps%2C283&sr=8-131,549,3.8,"1,899 ratings",9
Impulse rucksack bags 75 litres travel bag for men tourist bag for travel backpack for hiking trekking Bag for men camping thames blue bag with 1 Year Warranty,https://www.amazon.in/Impulse-rucksack-75-backpack-trekking/dp/B09T9XDQ99/ref=sr_1_134?crid=2M096C61O4MLT&keywords=bags&qid=1685048351&sprefix=ba%2Caps%2C283&sr=8-134,"1,244.00",4,364 ratings,9
NETTIE Cotton Carry Bag with Strap and Drawstring for Yoga Mat- Big Size,https://www.amazon.in/NETTIE-Cotton-Carry-Strap-Drawstring/dp/B08LBT1R9J/ref=sr_1_135?crid=2M096C61O4MLT&keywords=bags&qid=1685048351&sprefix=ba%2Caps%2C283&sr=8-135,198,4.1,"1,067 ratings",9
TRUE HUMAN Anti-Theft and USB charging port backpack with security lock Laptop bag|office bag| for men and women (Grey),https://www.amazon.in/TRUE-HUMAN-Anti-Theft-charging-combination/dp/B09H7PK5ML/ref=sr_1_137?crid=2M096C61O4MLT&keywords=bags&qid=1685048351&sprefix=ba%2Caps%2C283&sr=8-137,585,3.8,"1,779 ratings",9
"TRUE HUMAN® Emperor Anti-Theft backpack with combination lock Laptop bag,office bag for Men and Women | College Bags for Girls & Boys (Zyden)",https://www.amazon.in/TRUE-HUMAN-Anti-Theft-backpack-combination/dp/B09VCHV6T5/ref=sr_1_138?crid=2M096C61O4MLT&keywords=bags&qid=1685048351&sprefix=ba%2Caps%2C283&sr=8-138,649,3.7,"1,128 ratings",9
Okami ZenPack UNO Minimal Laptop Messenger Bag X Briefcase,https://www.amazon.in/Okami-ZenPack-Minimal-Messenger-Briefcase/dp/B0BVZT69JN/ref=sr_1_141?crid=2M096C61O4MLT&keywords=bags&qid=1685048351&sprefix=ba%2Caps%2C283&sr=8-141,"1,999",4.3,18 ratings,9
ADISA 32L Large Laptop Backpack Office Bag College Travel Back Pack with rain Cover (Navy),https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BPTT2HZY/ref=sr_1_142?crid=2M096C61O4MLT&keywords=bags&qid=1685048351&sprefix=ba%2Caps%2C283&sr=8-142,599,3.8,141 ratings,9
HEROZ Hammer Unisex Nylon 35 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (Black),https://www.amazon.in/HEROZ-Backpack-Resistant-Durable-Notebook/dp/B09B7KC93T/ref=sr_1_143?crid=2M096C61O4MLT&keywords=bags&qid=1685048351&sprefix=ba%2Caps%2C283&sr=8-143,"1,199.00",4.2,"1,129 ratings",9
Wildcraft Casual backpack 45L (12956),https://www.amazon.in/Wildcraft-Casual-backpack-45L-12956/dp/B0BZVCHKTD/ref=sr_1_144_mod_new?crid=2M096C61O4MLT&keywords=bags&qid=1685048351&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=8-144,"1,549.00",4.5,2 ratings,9
ADISA 15.6 inch Laptop Backpack Office Bag College Travel Back Pack 32 Ltrs (z-Black),https://www.amazon.in/ADISA-Laptop-Backpack-College-z-Black/dp/B09TPY1G1W/ref=sr_1_145?crid=2M096C61O4MLT&keywords=bags&qid=1685048351&sprefix=ba%2Caps%2C283&sr=8-145,499,3.9,801 ratings,9
FATMUG Laptop Bag For Men - Convertible Backpack For Office And Travel (Light Grey Oxford Fabric),https://www.amazon.in/FATMUG-Laptop-Bag-Men-Convertible/dp/B084LFX8ZZ/ref=sr_1_146?crid=2M096C61O4MLT&keywords=bags&qid=1685048351&sprefix=ba%2Caps%2C283&sr=8-146,"1,499.00",4.4,"1,911 ratings",9
"SACCI MUCCI Women's Rainbow Sling Bag, Handmade Bags for Females - 100% Vegan Leather and Coated Duck canvas Fabric, Lightweight and Durable",https://www.amazon.in/SACCI-MUCCI-Allamanda-Lightweight-SM1-10_magnolia/dp/B09TDNZ88Z/ref=sr_1_148?crid=2M096C61O4MLT&keywords=bags&qid=1685048351&sprefix=ba%2Caps%2C283&sr=8-148,499,4.2,786 ratings,9
"COSMUS Madison waterproof Multipurpose Backpack With laptop compartment , 33L",https://www.amazon.in/COSMUS-Multipurpose-Backpack-Bag-compartment/dp/B078JVT384/ref=sr_1_147?crid=2M096C61O4MLT&keywords=bags&qid=1685048353&sprefix=ba%2Caps%2C283&sr=8-147,"1,420.00",4.2,"2,231 ratings",10
"American Tourister Zork Polyester 2 Compartment Laptop Unisex Backpack (Black,Frsz)",https://www.amazon.in/American-Tourister-Polyester-Compartment-Backpack/dp/B0BV75WFJP/ref=sr_1_148?crid=2M096C61O4MLT&keywords=bags&qid=1685048353&sprefix=ba%2Caps%2C283&sr=8-148,"3,970",3,2 ratings,10
"Luv Lap LuvLap Baby Breast Milk Storage Bags (Pack of 25), BPA Free Disposable Milk Freezer Bags for Breast Feeding, Transparent",https://www.amazon.in/Storage-Disposable-Freezer-Feeding-Transparent/dp/B099ZZ57FT/ref=sr_1_149?crid=2M096C61O4MLT&keywords=bags&qid=1685048353&sprefix=ba%2Caps%2C283&sr=8-149,319,4.4,640 ratings,10
CAPRIFF 32 L Casual Waterproof Laptop Bag/Backpack for Men Boys & Girls For Office School College Teens & Students with Rain Cover With adjustable Strap With 2 Compartment,https://www.amazon.in/Capriff-Liters-Collage-travell-Backpack/dp/B084T7X2HX/ref=sr_1_150?crid=2M096C61O4MLT&keywords=bags&qid=1685048353&sprefix=ba%2Caps%2C283&sr=8-150,499,3.8,"3,029 ratings",10
"Foldable Travel Duffel Bag,Sport Totes,Shoulder Shopping Bag,Luggage Bag,2 Pack (Pink+Blue)",https://www.amazon.in/Foldable-Travel-Shoulder-Shopping-Luggage/dp/B07VCRL9H3/ref=sr_1_153?crid=2M096C61O4MLT&keywords=bags&qid=1685048353&sprefix=ba%2Caps%2C283&sr=8-153,399,3.8,495 ratings,10
F Gear Burner Art Lthr Black 22 Ltrs Laptop Backpack (3344),https://www.amazon.in/F-Gear-Burner-Art-Black-Laptop-Backpack/dp/B085QX7J7R/ref=sr_1_157?crid=2M096C61O4MLT&keywords=bags&qid=1685048353&sprefix=ba%2Caps%2C283&sr=8-157,978,4.2,457 ratings,10
DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Black,https://www.amazon.in/DZert-Polyester-Black-White-Laptop/dp/B07H193V57/ref=sr_1_159?crid=2M096C61O4MLT&keywords=bags&qid=1685048353&sprefix=ba%2Caps%2C283&sr=8-159,559,3.8,"2,401 ratings",10
"HARISSONS Bags Vervo 15.6-inch Laptop/Travel/Casual Backpack for Men and Women with Rain Cover (Black, 40 Ltrs) | Quick Access Zippered Pocket, Detailed Organizers & a Detachable Key Chain Holder",https://www.amazon.in/Harissons-Vervo-Laptop-Backpack-Built/dp/B07M5P5LW3/ref=sr_1_160?crid=2M096C61O4MLT&keywords=bags&qid=1685048353&sprefix=ba%2Caps%2C283&sr=8-160,"2,960.00",4.3,"1,976 ratings",10
motherly Diaper Bags for Mom Travel Basic Edition (Navy Blue),https://www.amazon.in/Motherly-Diaper-Bags-Travel-Basic/dp/B07PKQ3WJZ/ref=sr_1_161?crid=2M096C61O4MLT&keywords=bags&qid=1685048353&sprefix=ba%2Caps%2C283&sr=8-161,"1,549.00",4.5,"2,480 ratings",10
"Storite Stylish Multi-Pocket Small Sling Cross Body Travel Messenger One Side Shoulder Bag for Men & Women (Brown, 20.5x9x16.5cm)",https://www.amazon.in/Storite-Leather-Sling-Bag-Brown/dp/B08TR8RMNH/ref=sr_1_163?crid=2M096C61O4MLT&keywords=bags&qid=1685048353&sprefix=ba%2Caps%2C283&sr=8-163,798,4,864 ratings,10
Cosmus Vogue Casual Laptop Backpack with USB Charger Port 44cm 26 Litre Grey College Bag,https://www.amazon.in/Cosmus-Casual-Backpack-Charger-College/dp/B08D7D21FV/ref=sr_1_164?crid=2M096C61O4MLT&keywords=bags&qid=1685048353&sprefix=ba%2Caps%2C283&sr=8-164,"1,358.00",4.2,"1,390 ratings",10
AmazonBasics - Casual Backpack/Office Bag/ for a 15.6-inch Laptop,https://www.amazon.in/AmazonBasics-Casual-Backpack-Office-15-6-inch/dp/B09W4VMZ79/ref=sr_1_163?crid=2M096C61O4MLT&keywords=bags&qid=1685048356&sprefix=ba%2Caps%2C283&sr=8-163,699,4.2,533 ratings,11
"Red Lemon Swiss Cut Design 15.6 Inch Smart Laptop Backpack Bag With USB Charging Port, Anti Theft Pocket and Accessories Organiser for Men Women Boys Girls",https://www.amazon.in/Red-Lemon-Backpack-Accessories-Organiser/dp/B0C2KRH268/ref=sr_1_166?crid=2M096C61O4MLT&keywords=bags&qid=1685048356&sprefix=ba%2Caps%2C283&sr=8-166,"1,899.00",4.4,894 ratings,11
NORTH ZONE Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office,https://www.amazon.in/NORTH-ZONE-Lightweight-Backpacks-Stylish/dp/B0BL3SPN16/ref=sr_1_167?crid=2M096C61O4MLT&keywords=bags&qid=1685048356&sprefix=ba%2Caps%2C283&sr=8-167,568,3.9,742 ratings,11
"Bennett 15.6 inch Laptop Bag Men/Women, 25 L Water Resistant School/College Backpack with Padded Laptop Compartment for Apple/Dell/Lenovo/Asus/Hp/Mi/MacBook/Ultrabook/Thinkpad/Ideapad (Blue)",https://www.amazon.in/Bennett-15-6-inch-Repellent-Backpack-ben_cas_blue/dp/B09WZKB54G/ref=sr_1_169?crid=2M096C61O4MLT&keywords=bags&qid=1685048356&sprefix=ba%2Caps%2C283&sr=8-169,512,3.9,573 ratings,11
F Gear Tycoon 27 Liters Laptop Backpack Sch Bag(Black),https://www.amazon.in/F-Gear-Tycoon-Laptop-Backpack/dp/B071XJ6XV5/ref=sr_1_170?crid=2M096C61O4MLT&keywords=bags&qid=1685048356&sprefix=ba%2Caps%2C283&sr=8-170,"1,149.00",4.4,239 ratings,11
Martucci 15.6 inch 30 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack(Black),https://www.amazon.in/Martucci-Casual-Travelling-Laptop-Backpack/dp/B088B4P6ZW/ref=sr_1_175?crid=2M096C61O4MLT&keywords=bags&qid=1685048356&sprefix=ba%2Caps%2C283&sr=8-175,549,3.9,"7,494 ratings",11
"Mi Step Out 12 L Mini Backpack (Small Size, Red, Water Repellant)",https://www.amazon.in/Step-Backpack-Small-Water-Repellant/dp/B088XG77KN/ref=sr_1_176?crid=2M096C61O4MLT&keywords=bags&qid=1685048356&sprefix=ba%2Caps%2C283&sr=8-176,369,4.1,"8,997 ratings",11
Gear Moderneco5 21L Water Resistant School Bag/Backpack/College Bag For Men/Women - Navyblue,https://www.amazon.in/Gear-Ltrs-Casual-Backpack-MDBKPECO50504/dp/B0757K36YV/ref=sr_1_178?crid=2M096C61O4MLT&keywords=bags&qid=1685048356&sprefix=ba%2Caps%2C283&sr=8-178,420,3.9,"2,603 ratings",11
ASTRID Women's Round Sling Bag with Pompoms (Brown),https://www.amazon.in/ASTRID-Womens-Round-Sling-Pompoms/dp/B08VS8JBNK/ref=sr_1_179?crid=2M096C61O4MLT&keywords=bags&qid=1685048356&sprefix=ba%2Caps%2C283&sr=8-179,499,4.4,429 ratings,11
"Safari Seek 32 Ltrs Overnighter Travel Laptop Backpack (Black), Water Resistant Spacious Bag for Travelling and Camping, All-Purpose Bag for Business & Leisure",https://www.amazon.in/Safari-Overnighter-Resistant-Travelling-All-Purpose/dp/B097JMR4M6/ref=sr_1_180?crid=2M096C61O4MLT&keywords=bags&qid=1685048356&sprefix=ba%2Caps%2C283&sr=8-180,"1,949",4.3,176 ratings,11
FUR JADEN Vegan Leather 30L 15.6 Inch Laptop Backpack for Men Women for Office Professionals and College Students,https://www.amazon.in/Fur-Jaden-resistant-Backpack-BM100_Brown/dp/B07P5X6NSN/ref=sr_1_182?crid=2M096C61O4MLT&keywords=bags&qid=1685048359&sprefix=ba%2Caps%2C283&sr=8-182,"1,393.00",4.2,"2,291 ratings",12
